riddle,choice0,choice1,choice2,choice3,choice4,label
八月放异香 （花卉树木）,山茶,白梅,十里香,茉莉,桂花,4
木偶戏 （打一成语）,摆架子,故弄玄虚,小人得志,装腔作势,自吹自擂,3
阔嘴巴，叫呱呱，游泳跳高本领大，不吃米，不啃瓜，专吃害虫为农家。 （打一动物）,狒狒,小鸭子,乌龟,青蛙,水獭,3
圣僧恨逐美猴王 （打一成语）,深造自得,尺幅万里,陈言务去,一语破的,不用典,2
入客栈拼命三郎探盘陀 （打成语一）,引蛇出洞,声东击西,敲山震虎,以退为进,投石问路,4
姜太公垂钓 （水产品）,黄鳝,龙虾,白鲫,贻贝,罗非鱼,4
哑相 （打成语一）,无以名之,油然而生,欲说还休,字里行间,不可言状,4
步兵会师 （打一古代著作）,广笑府,三曹诗选,江表志,中国学术思想史论丛,阮籍集,4
吉卜赛姑娘们 （打成语一）,怜香惜玉,不识大体,三脚猫功夫,女流之辈,心高气傲,3
大家之言 （动物名）,陆志庠,曹白,赛金花本事,华威先生,鲁少飞,1
红颜白发成双对 （打一称谓）,姥姥,奶奶说,小姨,姑姑,爷爷,0
成人之美 （花卉树木）,大丽,石锁高速公路,木槿,山茶,孟勐,0
水晶皮肤鬼蓬头，形如石榴塞满肉。 （打一食品）,包子,锅贴,烧麦,蒸饺,馄饨,2
夷齐采薇蕨，高风涉难追 （唐诗目）,思归乐,寄左省杜拾遗,辋川闲居,怀良人,寻西山隐者不遇,4
木头把，铁脑瓜，抛了去，开红花。 （打一物）,爆破筒,机枪,手榴弹,炸药,定向地雷,2
兄弟几十个，分成几面坐，你来我又往，爱从头顶过。 （打一棋类游戏）,锄大地,三人麻将,跳棋,滚铁环,毽子,2
哥哥爸爸真伟大 （七字俗语）,千古奇冤,老子英雄儿好汉,改革春风吹满地,出将入相,砸缸,1
铁打一只船，不推不动弹，开船就起雾，船过水就干。 （打一电器）,微波炉,电熨斗,燃气灶,吹风机,油汀,1
单 （打成语一）,步入正轨,成长,中流砥柱,冲锋陷阵,独当一面,4
看中 （打一成语）,不相上下,同属,出奇,数一数二,并驾齐驱,0
别伤心 （打一古代著作）,离骚,文心雕龙,楚辞,诗经,汉赋,2
只记写了八字 （打一成语）,先人后己,爱国如家,公而忘私,高风亮节,正道直行,2
敏锐眼睛弯弯嘴，用爪捕食它最会。 （打一动物）,老鹰,狼,豹子,公牛,骑士,0
以为在前面，其实在后面，以为在里面，其实在外面。 （打一常用物）,窗户,台灯,墙壁,天花板,镜子,4
临渊羡鱼，不如退而结网 （打一成语）,驾轻就熟,游刃有余,得心应手,不在话下,天衣无缝,2
车儿投东，马儿向西 （古代官名）,县令,长史,别驾,京兆尹,郡丞,2
远看像只大海龟，近看像座活堡垒，大沟小河从容过，翻山越岭不怕累。 （打一物）,坦克,装甲战车,高射炮,t-34,机枪,0
海之府 （打一现代文学作品）,烟雨蒙蒙,似水流年,庭院深深,浓荫,芳草,2
连山若波涛 （古曲）,题黄鹤楼,过瓜洲,广陵潮,老残游记,丽人行,2
傢 （三字称谓）,出家人,善男信女,尼姑,好色之徒,得道高僧,0
小时是个层层子，大了是个蓬蓬子，开的玉兰花，结的玲玲籽。 （打一植物）,匡威,ugg,三叶草,苜蓿,满天星,2
向前看 （打一成语）,前仆后继,孤注一掷,付出所有,义无反顾,排除万难,3
高等学府 （打一称谓职务）,蒙特,罗根,参谋长,上校,元首,3
独脚身体圆，身上绳缠满，用力挣扎脱，地上打转转。 （打一物）,稻草人,陀螺,旋风,轮盘,铁环,1
您上去我害怕 （打一成语）,哭笑不得,死里逃生,安然无恙,胆颤,心有余悸,4
一位好朋友，天天来叙首，事事告诉我，就是不开口。 （打一日常用品）,报纸,内部刊物,参考消息,办公桌,版面,0
第三季度任务忙 （打成语一）,难料,多事之秋,危机重重,四面楚歌,内忧外患,1
钱财与我如草芥 （打一成语）,皮里阳秋,武无第二,文人相轻,沽名钓誉,求全责备,2
关公刮骨疗毒，吴起杀妻求将。 （打一成语）,忍痛割爱,舍不得,委曲求全,十分喜欢,我放弃,0
工部诗才让白先 （中药名）,肉苁蓉,桑寄生,杜仲,黄精,玉竹,2
一生不爱发言，说话动地惊天，谁要惹它发火，大山掀掉半边。 （打一武器）,重型武器,导爆索,手榴弹,炸药,地雷,3
只向内行人请假 （常言俗语四字）,二世祖,公子哥儿,自视甚高,好吃懒做,不学无术,4
不带糕，不带糖，小鸡家里拜年忙，爪爪尖，尾巴长，肚里有副坏心肠。 （打一动物）,野猪,大黑猫,看家狗,黄鼠狼,狐狸,3
一团乱发 （打成语一）,瞻前顾后,眉毛胡子一把抓,分身无术,锁碎,千头万绪,4
一物本事真不小，谁看谁都开口笑，可惜心术不端正，把人形象歪曲了。 （打一物）,地球仪,热狗,鸭脖子,电烤鸡,哈哈镜,4
天花乱坠 （打二字中药）,苏合油,延胡索,血竭,甘松,降香,4
一物像狗又像狐，土黄衣服尾巴粗，会在路上把人咬，也到村里叼养猪。 （打一动物）,老虎,豹子,狼,野兽,鬣狗,2
老家口音 （歌曲名）,梦驼铃,明月千里寄相思,涛声依旧,故乡的云,恋曲1990,3
魂魄 （打一成语）,胡言乱语,不知所谓,诓人,颠倒黑白,鬼话连篇,4
小小飞机有尾翼，身子活似磁感器。 （打一气象用具）,晴雨表,排头兵,风向标,先行者,热门话题,2
有奶就是娘 （西药名）,食母生,黄连素,培菲康,多酶片,息斯敏,0
西南无谜 （动物名）,马来熊,松花湖滑雪场,东北虎,金钱豹,向海自然保护区,2
圆顶宝塔五六层，和尚岀门缓步行，一把团扇半遮面，听见人来就关门。 （打一动物）,河蚌,田螺,黄鳝,蛏子,螃蟹,1
个个记在心 （打成语一）,高深莫测,侃侃而谈,满不在乎,胸有成竹,十拿九稳,3
竖直像烟囱，横倒像泥龙，浓水甜蜜蜜，细丝牵喉咙。 （打一植物）,茨菇,茭白,藕,荸荠,冬笋,2
底片走光 （打成语一）,目眩神迷,相形失色,望其项背,叹为观止,不可逼视,1
十年颓屋历沧桑 （打一称谓）,师母,老人家,外公,伯伯,舅爷爷,1
小红碗，盛白饭，埋在泥里不得烂。 （打一植物）,莲藕,荸荠,白萝卜,芋头,山药,1
四月王孙皆不发 （中药）,天花粉,淡竹叶,芦根,夏枯草,女贞子,3
聪耳明目 （打一《聊斋志异》篇目）,灵官,雷部,道士,祭酒,四大天师,0
边境巡视要慎重 （称谓职务）,军火商,元首,总参谋长,国际警察,黑帮,3
少女 （打一成语）,美好,神来之笔,妙不可言,如痴如醉,水乳交融,2
从小精心培养，长大绳捆索绑，临老千刀万剁，最后把它火葬。 （打一植物）,甘蔗,蒸馏酒,大麻,茶叶饮料,烟草,4
极小（打一成语）,不可小觑,难以估量,微乎其微,显而易见,再者,2
节节树，节节高，节节树上戴缨帽。 （打一植物）,芦苇,野花,水草,池塘边,柳树,0
一把胡子遮住了，外面包着几层皮。 （打一植物）,玉米,大豆,小麦,高粱,水稻,0
不和在下一样 （打一成语）,易如反掌,志在必得,千难万难,非同小可,惊天动地,3
北斗阑于南斗斜 （打俗语三字）,傻缺,不正经,骚,嘻嘻哈哈,孩子气,1
“好山好水好地方” （称谓职务）,室内乐,廖昌永,音响师,戴玉强,歌唱家,4
高楼大厦天天起 （打一成语）,层出不穷,花样翻新,现如今,众多,比比皆是,0
好汉自然爱美人 （四字电影）,英雄本色,喋血街头,气吞山河,纵横四海,狼图腾,0
可怜无定河边骨 （聊斋志异篇目）,执缚,一行作吏,负尸,贪谋,国不堪贰,2
失道寡助·徐妃格 （中药名）,冰片,硫酸锌,硼砂,食用碱,寒水石,2
始终不讲 （打一成语）,言必有中,逢人只说三分话,辩才无碍,闻过则喜,刚毅木讷,0
小东西可作典押 （打一成语）,大而无当,牵强附会,不足为训,离题万里,过度诠释,0
晓角 （打一成语）,一知半解,门外汉,粗浅,听不明白,讳莫如深,0
一斤 （打一成语）,新颖别致,古香古色,精雕细琢,独具匠心,巧夺天工,3
分开成一错 （打一成语）,出口成章,文不加点,八斗之才,笔走龙蛇,倚马可待,1
眼睛圆溜溜，贼头又贼脑，一头钻进洞，猫叫不出来。 （打一动物）,兔子,老鼠,狐狸,青蛙,臭鼬,1
旧日泪痕犹半存 （四字口语）,在劫难逃,罪孽深重,没良心,老天有眼,自作自受,3
但愿人长久 （打一歌曲名）,定叫山河换新装,翻身道情,相聚在龙年,边疆泉水清又纯,想延安,4
不尽财源滚滚来 （称谓职务）,国企老总,秘书,银行行长,贪污受贿,办公室主任,2
上边一个背，下边四条腿，走路不用它，休息用它陪。 （打一生活物）,木床,软垫,椅子,长凳,办公桌,2
买个喇叭不透气 （打一成语）,一肚子坏水,实心眼,认死理,没出息,榆木脑袋,1
一身毛，尾巴翘，不会走，只会跳。 （动物）,灰喜鹊,蟋蟀,乌鸫,麻雀,野鸭,3
谁失街亭危全军 （打一成语）,害群之马,两面人,闹事者,严惩不贷,蛀虫,0
有胳膊，没有手，见人来了他就搂。 （打一物）,软垫,办公桌,长凳,木床,椅子,4
病体自愈 （打一常用成语）,患得患失,恋爱中的人,委曲求全,犹豫不决,太在乎,0
一条牛，真厉害，猛兽见它也避开，它的皮厚毛稀少，长出角来当药材 （动物）,大象,黑熊,犀牛,狮子,狒狒,2
卷前语 （打成语一）,强人所难,事出无奈,顺水推舟,报仇心切,有言在先,4
中秋佳节大团圆 （打一电影名）,时刻准备着,舌尖上的化学,四季养生食谱,实打实,一个都不能少,4
有根木棍真奇怪，上面长着弯月亮。 （打一工具）,斧头,铁锹,短剑,镰刀,长矛,3
鹦鹉前头不敢言 （打一琼瑶作品）,相逢在雨中,云且留住,让我欢喜让我忧,缱绻星光下,一人有一个梦想,1
原地踏步 （打一常言俗语四字）,站不住脚,反驳,漏洞百出,冠冕堂皇,无稽之谈,0
时装表演个个有特色 （打一成语）,非常可爱,差不多,活脱脱,货真价实,一模一样,4
牡丹畔边结良缘 （打四字电影）,海洋之恋,红番区,花田喜事,娱乐园,千机变,2
将军头戴铁帽，火气大得直冒，等到三杯吃过，台子角落睡觉。 （打一酒类）,啤酒,雪碧,咖啡,饮料,可乐,0
出庭辩护 （打一成语）,坑害,痛诉,现身说法,盲目崇拜,引以为戒,2
再有一日国庆节 （报刊名）,十月,日出,冬初,芒种,春末,0
变思为田 （打一成语）,心不在焉,若无其事,狐疑,自顾自,慢慢吞吞,0
两三朵云封太岳 （聊斋志异篇目）,乩仙,龙员外,赵婆,陆押官,大虎,3
无底洞 （打一成语）,削壁,下临无地,江山入座,会当凌绝顶,疑是银河落九天,1
秀才逗螃蟹 （打一成语）,阳光少年,文质彬彬,木讷寡言,精明强悍,书生气十足,4
端午家家裹粽子 （打一成语）,花样翻新,无所不包,宇宙万物,国计民生,博杂,1
左牵黄，右擎苍。 （外国小说）,猎人手记,重返石库门,风是我的朋友,烽烟图,一滴水有多深,0
尽挹西江，细斟北斗，万象为宾客 （称谓）,暴发户,高干子弟,白富美,大款,小土豪,3
创建中共，永载史册 （职务）,巡视员,副厅长,体制改革,党组书记,战略发展,3
生在青山枝婆娑，离别家乡罐中躲，宾客来了请出我，边吃边喝话儿多。 （打一植物）,茶叶,龙井,咖啡,正山小种,铁观音,0
一条蛇，响哗哗，吃木头，屙雪花。 （打一物）,凿子,篾条,锉刀,锯,圆木,3
身穿绿衣裳，嘴巴大又大，舌头长又长。 （打一动物）,乌龟,水獭,狒狒,小鸭子,青蛙,4
男佣 （打一称谓）,清官,廉洁,高风亮节,公仆,心系人民,3
请客不做菜 （打一成语）,邀买,空头人情,千金之子坐不垂堂,无本生意,借花献佛,1
像球跳不起，根儿扎地里，想要做菜吃，层层脱绿衣。 （打一蔬菜）,卷心菜,紫甘蓝,胡萝卜,西兰花,莴苣,0
千里关山千里情 （打一唐诗目）,虞美人,雨霖铃,月下独酌,鹊桥仙,长相思,4
绕树三匝 （中药名）,猫儿刺,鸟不宿,广寄生,狗尾红,紫金牛,1
夜阑人静 （打一古代著作）,子不语,萤窗异草,京极夏彦,太平广记,山海经,0
眼看肃顺霸朝纲 （打成语一）,并驾齐驱,后来居上,高歌猛进,站稳脚跟,一鸣惊人,1
东扶西倒 （称谓一）,舅父,儿媳,表兄,生母,夫人,4
止渴望梅滴滴涎 （常言俗语三字）,阴阳怪气,酸溜溜,洋洋自得,揶揄,幸灾乐祸,1
把酒临风 （打一古代著作）,世说新语,文心雕龙,三百篇,诗品,词论,3
郊 （打一成语）,交头接耳,窃窃私语,七嘴八舌,闹哄哄,鸦雀无声,0
长嘴雷公，响声哄哄，肚里失火，嘴里刮风。 （打一物）,吸尘器,干发帽,梳子,吹风机,电熨斗,3
休兵何太迟 （中国电影）,大漠紫禁令,停战以后,珍宝岛事件,日本人,北平和平解放,1
太息何时见太平 （打一成语）,逆转乾坤,心有余而力不足,甘拜下风,寸步难行,望洋兴叹,4
身体肥，头儿大，脸儿长方宽嘴巴，名字叫马却没毛，常在水中度生涯。 （打一动物）,老虎,树懒,河马,大象,长颈鹿,2
白白的，硬硬的，烧过还是生的，浇上水就成熟的。 （打一建筑物）,黄泥,小苏打,硫磺粉,石灰,乳白胶,3
树会动，枝会摇，身穿貂皮不吃肉，爱吃青草性善良。 （打一动物）,熊,狼,鹿,马,羊,2
晶莹明亮称珍宝，用途广泛储量少，自然界中最坚硬，它和石墨是同胞。 （打一物）,玻璃,立方氮化硼,锉刀,最硬的物质,金刚石,4
投我以木桃 （聊斋志异篇目）,恶业,倒行逆施,生来死去,造罪,果报,4
顶容易 （打一成语）,时过境迁,一夜之间,改头换面,大刀阔斧,伪,2
直而无味 （打成语一）,亦庄亦谐,雅俗共赏,妙趣横生,引人入胜,独具匠心,2
陆文龙归宋 （打成语一）,相助,易如反掌,还望,手到擒来,一臂之力,4
虎入平阳 （三字电影）,落山风,庭院深深,吹拂,天高云淡,金色麦浪,0
圆角兑换 （打一成语）,冲锋陷阵,所向无敌,虎狼之师,能征惯战,以一当十,4
先到黔西，稍后去台北。 （打一称谓）,法加尼,输不起,黑哨,成王败寇,假球,2
金漆桶，黑漆箍，埋在泥里不断箍。 （打一植物）,莲藕,山药,白萝卜,荸荠,芋头,3
尽是单数 （打一成语）,无奇不有,人怕出名猪怕壮,叹为观止,形形色色,大开眼界,0
此马生得奇，身穿条纹衣，老家在非洲，狮子是大敌。 （打一动物）,袋鼠,斑马,长颈鹿,羊驼,北极狐,1
改变三从旧观念 （打一称谓）,郎中,大夫,太医令,臧孙辰,宰相,1
身上乌又乌，成天闯江湖，食物没少获，肚里半点无。 （打一动物）,鸬鹚,海雀,气垫船,艇,鱼鹰,4
瑞雪纷纷春满人间 （打一成语）,花天酒地,好吃懒做,鬼混,夜夜笙歌,不学无术,0
春闺梦里人 （称谓职务）,空中小姐,警官,谈判专家,光头哥,女记者,4
百岁仍幼稚 （花卉树木）,桃月,老少年,雁来红,盼成,萱草,1
红红干巴果，皮薄皱褶褶，核硬两头尖，果肉味甘甜。 （打一植物）,山药,桂圆,龙眼干,红枣,枸杞,3
空有万贯家财好脸蛋 （打三字俗语）,小公举,成功人士,帅哥,白富美,大款,3
毁容 （四字电影）,七零八落,破碎,四分五裂,面目全非,时过境迁,3
金包裹，银包裹，撕破包裹，珍珠满满。 （打一水果）,金橘,葡萄,石榴,枇杷,枣子,2
人才济济 （打一称谓职务）,博士,美国斯坦福大学,未来世界,助理教授,工程师,0
姓氏名号都已报 （打一成语）,缘由,讳莫如深,只字不提,隐瞒,含糊其辞,2
何处拾贝壳 （打一电影名）,英雄本色,上海滩,青帮大亨,许文强,义不容情,1
支离破碎大修整 （打二字称谓）,述而不作,儒家,论语,得道,圣人,4
尖嘴尖牙齿，留着小胡子，贼头又贼脑，夜里干坏事。 （打一动物）,兔子,狐狸,青蛙,老鼠,臭鼬,3
基本正确 （打三字常言）,估计,大概,差不多,所剩无几,一点儿,2
有块小面包，能用不能咬，帮你去油污，越用它越小。 （打一生活物）,抹布,洗衣粉,清洁剂,牙膏,肥皂,4
只我自己 （打成语一）,永恒的魅力,独一无二,闪耀光芒,多彩,与众不同,1
